product_id,product_handle,product_title,product_status,flagged_variant_count,min_aud_across_variants,max_aud_across_variants
prod_01KQBCAGMXCTH143MRASJP38AD,biz-collection-womens-alpine-vest-j211l,Womens Alpine Vest,published,12,0.273,0.273
prod_01KQBCAGMXEJC8RDC9T6DR1HCQ,biz-collection-womens-geo-jacket-j135l,Womens Geo Jacket,published,10,0.457,0.457
prod_01KQBCAGMXHGGN2Z6N2RSEGXAJ,biz-collection-mens-alpine-jacket-j212m,Mens Alpine Jacket,published,16,0.35700000000000004,0.35700000000000004
prod_01KQBCAGMXJMEVDVQ7PDQSNKSG,biz-collection-mens-eclipse-jacket-j132m,Mens Eclipse Jacket,published,14,0.777,0.777
prod_01KQBCAGMXJTGXV6PWPDJGFEY5,biz-collection-womens-eclipse-jacket-j132l,Womens Eclipse Jacket,published,10,0.777,0.777
prod_01KQBCAGMXSJKMJHVNCZEQCJJM,biz-collection-womens-expedition-vest-j213l,Womens Expedition Vest,published,12,0.35450000000000004,0.35450000000000004
prod_01KQBCAGMXYZNC9EJE4H8Z4HN7,biz-collection-mens-geo-jacket-j135m,Mens Geo Jacket,published,14,0.457,0.457
prod_01KQBCAGMYDW7A8DA8X7TP0GVD,biz-collection-kids-flash-jacket-j3150b,Kids Flash Jacket,published,20,0.237,0.237
prod_01KQBCAGMYP2EEG6RVVF9SF6SA,biz-collection-unisex-core-jacket-j236ml,Unisex Core Jacket,published,36,0.39399999999999996,0.39399999999999996
prod_01KQBCAGMYPVXYNXJ9EVFD7MY5,biz-collection-womens-softshell-vest-j29123,Womens Softshell Vest,published,10,0.445,0.445
prod_01KQBCAGMYSVZH9ZVXAG9FQ3AQ,biz-collection-kids-geneva-jacket-j307k,Kids Geneva Jacket,published,24,0.3775,0.3775
prod_01KQBCAGMYT20RJ7QMPYRQ5VB4,biz-collection-mens-geneva-jacket-j307m,Mens Geneva Jacket,published,28,0.3985,0.3985
prod_01KQBCAGMYTT1ARNNBX5ZSC86M,biz-collection-unisex-flash-jacket-j3150,Unisex Flash Jacket,published,32,0.268,0.268
prod_01KQBCAGMYY2ZQZ0KR04V7TE6B,biz-collection-womens-geneva-jacket-j307l,Womens Geneva Jacket,published,20,0.3985,0.3985
prod_01KQBCAMSZ5Q0RZ42WPT933VE4,biz-collection-unisex-reactor-jacket-j3887,Unisex Reactor Jacket,published,14,0.373,0.373
prod_01KQBCAMSZ9QECCD8EH9VHEFSZ,biz-collection-womens-atlas-jacket-j502l,Womens Atlas Jacket,published,10,0.395,0.395
prod_01KQBCAMSZB7JNSDHDCNYB4TEB,biz-collection-mens-atlas-jacket-j502m,Mens Atlas Jacket,published,16,0.395,0.395
prod_01KQBCAMSZDKSEXWZS4J2R60M5,biz-collection-womens-geneva-vest-j404l,Womens Geneva Vest,published,20,0.34600000000000003,0.34600000000000003
prod_01KQBCAMSZEMZZ3S37DHANNBZF,biz-collection-mens-geneva-vest-j404m,Mens Geneva Vest,published,28,0.34600000000000003,0.34600000000000003
prod_01KQBCAMSZFR9CKE2H8YWENAWA,biz-collection-womens-tempest-jacket-j426l,Womens Tempest Jacket,published,5,0.395,0.395
prod_01KQBCAMSZH50XQFAZQNAV57ND,biz-collection-unisex-sphere-jacket-j428u,Unisex Sphere Jacket,published,9,0.75,0.75
prod_01KQBCAMSZHX6DCMRNP616C8NM,biz-collection-mens-softshell-vest-j3881,Mens Softshell Vest,published,14,0.445,0.445
prod_01KQBCAMSZK68WVKP3XERFK19K,biz-collection-mens-tempest-jacket-j426m,Mens Tempest Jacket,published,7,0.395,0.395
prod_01KQBCAMSZP7W5K1XSV3A59MRQ,biz-collection-womens-softshell-jacket-j3825,Womens Softshell Jacket,published,10,0.5145000000000001,0.5145000000000001
prod_01KQBCAMSZRS4XS91QDTZ3HE19,biz-collection-mens-softshell-jacket-j3880,Mens Softshell Jacket,published,14,0.5145000000000001,0.5145000000000001
prod_01KQBCAMSZS2363HR8AC6DGWHM,biz-collection-unisex-razor-jacket-j408m,Unisex Razor Jacket,published,80,0.336,0.336
prod_01KQBCAMT0R6ZKP8FAJ7BT1W4Z,biz-collection-unisex-charger-jacket-j510m,Unisex Charger Jacket,published,45,0.46799999999999997,0.46799999999999997
prod_01KQBCAMT10ZVEGXMMYR0DT596,biz-collection-mens-stealth-jacket-j515m,Mens Stealth Jacket,published,7,0.405,0.405
prod_01KQBCAMT13WKX4MRQVR130AMD,biz-collection-womens-stealth-jacket-j515l,Womens Stealth Jacket,published,6,0.405,0.405
prod_01KQBCAMT14C210KV11013VXZ1,biz-collection-unisex-spinnaker-jacket-j833,Unisex Spinnaker Jacket,published,16,0.273,0.273
prod_01KQBCAMT14HSP4KNPHM1SWGW4,biz-collection-womens-lana-3-4-sleeve-top-k819lt,Womens Lana 3/4 Sleeve Top,published,22,0.22,0.22
prod_01KQBCAMT151MQ2Y5J328R30QJ,biz-collection-unisex-trekka-jacket-j8600,Unisex Trekka Jacket,published,18,0.493,0.493
prod_01KQBCAMT17D97PPA1RTCEW229,biz-collection-mens-apex-vest-j830m,Mens Apex Vest,published,24,0.24100000000000002,0.24100000000000002
prod_01KQBCAMT18K7HYT54DH9066QJ,biz-collection-mens-apex-jacket-j740m,Mens Apex Jacket,published,24,0.28300000000000003,0.28300000000000003
prod_01KQBCAMT19RES0TFRMH1WQ97N,biz-collection-womens-apex-jacket-j740l,Womens Apex Jacket,published,24,0.28300000000000003,0.28300000000000003
prod_01KQBCAMT1C5AYZ5XTBH81DY1Q,biz-collection-zippies-j744,Zippies,published,11,0.038,0.038
prod_01KQBCAMT1F1GSAEQ8DKFXT7ZB,biz-collection-womens-luna-7-8-length-legging-l323lt,Womens Luna 7/8 Length Legging,published,8,0.262,0.262
prod_01KQBCAMT1FF5KCE57R1CA139H,biz-collection-kids-apex-jacket-j740k,Kids Apex Jacket,published,18,0.2515,0.2515
prod_01KQBCAMT1FHJEVPGAKHS8XXMQ,biz-collection-mens-stealth-vest-j616m,Mens Stealth Vest,published,7,0.35200000000000004,0.35200000000000004
prod_01KQBCAMT1HGE0DYPN9CK2V2JG,biz-collection-womens-apex-vest-j830l,Womens Apex Vest,published,18,0.24100000000000002,0.24100000000000002
prod_01KQBCAMT1JA858BYX0JZ4WJPF,biz-collection-womens-chic-top-k315ls,Womens Chic Top,published,33,0.22,0.22
prod_01KQBCAMT1R445N2VHAPS1ZR8N,biz-collection-womens-ava-top-k625ls,Womens Ava Top,published,22,0.22,0.22
prod_01KQBCAMT1TMFR2JQGTGM3ABS0,biz-collection-womens-expedition-jacket-j750l,Womens Expedition Jacket,published,12,0.45,0.45
prod_01KQBCAMT1VTR0EDGW1GBBXGS8,biz-collection-womens-lana-short-sleeve-top-k819ls,Womens Lana Short Sleeve Top,published,22,0.22,0.22
prod_01KQBCAMT1VZQY4R41RW9XG64E,biz-collection-mens-expedition-jacket-j750m,Mens Expedition Jacket,published,14,0.45,0.45
prod_01KQBCAMT1W1W1CYTMWKG8MX56,biz-collection-womens-stealth-vest-j616l,Womens Stealth Vest,published,6,0.35200000000000004,0.35200000000000004
prod_01KQBCAMT1XFFNWP4C5SKWG7MK,biz-collection-womens-luna-bike-short-l323ls,Womens Luna Bike Short,published,7,0.231,0.231
prod_01KQBCAMT1YAJKM557AW07VFNV,biz-collection-womens-mia-top-k624ls,Womens Mia Top,published,22,0.22,0.22
prod_01KQBCAMT23MPPATXYP5BYQ6F3,biz-collection-womens-metro-3-4-sleeve-shirt-lb7300,Womens Metro 3/4 Sleeve Shirt,published,66,0.231,0.231
prod_01KQBCAMT24TZGEQ6QF8A7VNS8,biz-collection-womens-oasis-3-4-sleeve-shirt-lb3600,Womens Oasis 3/4 Sleeve Shirt,published,99,0.255,0.255
prod_01KQBCAMT2675ZTQDAZC03YKW6,biz-collection-womens-chambray-long-sleeve-shirt-lb6201,Womens Chambray Long Sleeve Shirt,published,9,0.24100000000000002,0.24100000000000002
prod_01KQBCAMT27B4WCNSZM4H7CP20,biz-collection-womens-micro-check-3-4-sleeve-shirt-lb8200,Womens Micro Check 3/4 Sleeve Shirt,published,27,0.22,0.22
prod_01KQBCAMT2BTGHPA7FWHRN7K9D,biz-collection-womens-chambray-short-sleeve-shirt-lb6200,Womens Chambray Short Sleeve Shirt,published,9,0.23600000000000002,0.23600000000000002
prod_01KQBCAMT2C93YFR7C68E1V48G,biz-collection-womens-flex-3-4-leggings-l513lt,Womens Flex 3/4 Leggings,published,7,0.262,0.262
prod_01KQBCAMT2J8TZQWNE30BXDWMM,biz-collection-womens-metro-short-sleeve-shirt-lb7301,Womens Metro Short Sleeve Shirt,published,66,0.226,0.226
prod_01KQBCAMT2QSTZEYKYZ70A1DP5,biz-collection-womens-oasis-short-sleeve-shirt-lb3601,Womens Oasis Short Sleeve Shirt,published,99,0.2495,0.2495
prod_01KQBCAMT2ZE7TZ8N8S1Q4TKAZ,biz-collection-womens-flex-leggings-l514ll,Womens Flex Leggings,published,7,0.28300000000000003,0.28300000000000003
prod_01KQBCAS1Q7FJC8MP6WA686ZWG,biz-collection-womens-woolmix-cardigan-lc8008,Womens Woolmix Cardigan,published,10,0.462,0.462
prod_01KQBCAS1Q9QWFK23N1FJP4GP3,biz-collection-womens-2-way-zip-cardigan-lc3505,Womens 2-Way Zip Cardigan,published,21,0.44,0.44
prod_01KQBCAS1QC2DWAN6MAHEGBTZ9,biz-collection-womens-v-neck-knit-vest-lv3504,Womens V-Neck Knit Vest,published,21,0.28300000000000003,0.28300000000000003
prod_01KQBCAS1QFMXDS3QJHW3J67TJ,biz-collection-womens-v-neck-knit-pullover-lp3506,Womens V-Neck Knit Pullover,published,21,0.38799999999999996,0.38799999999999996
prod_01KQBCAS1QMTZZ7CGP35ZDPF0K,biz-collection-womens-milano-cardigan-lc417l,Womens Milano Cardigan,published,21,0.452,0.452
prod_01KQBCAS1QV8KSSN6BVK72AVHF,biz-collection-womens-milano-pullover-lp618l,Womens Milano Pullover,published,21,0.452,0.452
prod_01KQBCAS1QY6783DAJZKX0Y5HB,biz-collection-womens-roma-knit-cardigan-lc916l,Womens Roma Knit Cardigan,published,14,0.447,0.447
prod_01KQBCAS1R3HFF61MJN5N6Y7Q8,biz-collection-womens-aston-short-sleeve-polo-p106ls,Womens Aston Short Sleeve Polo,published,20,0.17800000000000002,0.17800000000000002
prod_01KQBCAS1R7AT44T1J6JA7Q9BA,biz-collection-mens-aston-short-sleeve-polo-p106ms,Mens Aston Short Sleeve Polo,published,14,0.17800000000000002,0.17800000000000002
prod_01KQBCAS1R9AQC5MRRH2Y4G64H,biz-collection-womens-nitro-short-sleeve-polo-p10122,Womens Nitro Short Sleeve Polo,published,54,0.168,0.168
prod_01KQBCAS1RCEDZAXQYQBM0EQE2,biz-collection-mens-city-short-sleeve-polo-p105ms,Mens City Short Sleeve Polo,published,49,0.17800000000000002,0.17800000000000002
prod_01KQBCAS1RD86SJCFJZQX6Q6EC,biz-collection-mens-nitro-short-sleeve-polo-p10112,Mens Nitro Short Sleeve Polo,published,42,0.168,0.168
prod_01KQBCAS1RF840XAM8MG2JRJCM,biz-collection-mens-byron-short-sleeve-polo-p011ms,Mens Byron Short Sleeve Polo,published,28,0.19899999999999998,0.19899999999999998
prod_01KQBCAS1RGJN6ZX63Q92W7CV0,biz-collection-womens-byron-short-sleeve-polo-p011ls,Womens Byron Short Sleeve Polo,published,36,0.19899999999999998,0.19899999999999998
prod_01KQBCAS1RGMEXGC94JSM32E3R,biz-collection-mens-academy-short-sleeve-polo-p012ms,Mens Academy Short Sleeve Polo,published,42,0.168,0.168
prod_01KQBCAS1RMJGW84WRV7JV8F4S,biz-collection-womens-city-short-sleeve-polo-p105ls,Womens City Short Sleeve Polo,published,70,0.17800000000000002,0.17800000000000002
prod_01KQBCAS1RMKW8QXDA5FZVG1PQ,biz-collection-unisex-reversible-fleece-vest-nv5300,Unisex Reversible Fleece Vest,published,16,0.273,0.273
prod_01KQBCAS1RQNZAQ8SJEM9FZNTY,biz-collection-womens-academy-short-sleeve-polo-p012ls,Womens Academy Short Sleeve Polo,published,54,0.168,0.168
prod_01KQBCAS1RW16T7R9JVY2EM1S9,biz-collection-womens-milano-vest-lv619l,Womens Milano Vest,published,21,0.39899999999999997,0.39899999999999997
prod_01KQBCAS1S1RM08CBPKRQFF057,biz-collection-womens-balance-short-sleeve-polo-p200ls,Womens Balance Short Sleeve Polo,published,110,0.168,0.168
prod_01KQBCAS1S7YWRM5KDYYPGBX5X,biz-collection-mens-balance-short-sleeve-polo-p200ms,Mens Balance Short Sleeve Polo,published,77,0.168,0.168
prod_01KQBCAS1SAMBFQ7F27JKN2REX,biz-collection-kids-action-short-sleeve-polo-p206ks,Kids Action Short Sleeve Polo,published,30,0.1,0.1
prod_01KQBCAS1SHCZ09R7RAY9YK0YW,biz-collection-womens-action-short-sleeve-polo-p206ls,Womens Action Short Sleeve Polo,published,60,0.121,0.121
prod_01KQBCAS1SJBKVFKHCZY5CJJZ1,biz-collection-womens-action-long-sleeve-polo-p206ll,Womens Action Long Sleeve Polo,published,20,0.13949999999999999,0.13949999999999999
prod_01KQBCAS1SKS0N06ER781KHF56,biz-collection-mens-action-long-sleeve-polo-p206ml,Mens Action Long Sleeve Polo,published,20,0.13949999999999999,0.13949999999999999
prod_01KQBCAS1SNB4D20Z1RW7DZMC9,biz-collection-womens-ice-short-sleeve-polo-p112ls,Womens Ice Short Sleeve Polo,published,27,0.1255,0.1255
prod_01KQBCAS1STY64QTCF3A3TA7B7,biz-collection-mens-ice-short-sleeve-polo-p112ms,Mens Ice Short Sleeve Polo,published,21,0.1255,0.1255
prod_01KQBCAS1SZ859XY1CWKHEVMF3,biz-collection-kids-balance-short-sleeve-polo-p200ks,Kids Balance Short Sleeve Polo,published,66,0.136,0.136
prod_01KQBCAY025Z5PC4W6RX0H2NVR,biz-collection-mens-action-short-sleeve-polo-p206ms,Mens Action Short Sleeve Polo,published,60,0.121,0.121
prod_01KQBCAY032GP830Y1ZJCHV1DH,biz-collection-womens-jet-short-sleeve-polo-p226ls,Womens Jet Short Sleeve Polo,published,45,0.142,0.142
prod_01KQBCAY03492PPB9F7RC8R9PD,biz-collection-womens-neon-short-sleeve-polo-p2125,Womens Neon Short Sleeve Polo,published,40,0.147,0.147
prod_01KQBCAY035743R31DBP25Q1G4,biz-collection-mens-triton-short-sleeve-polo-p225ms,Mens Triton Short Sleeve Polo,published,49,0.153,0.153
prod_01KQBCAY037EJSGYK1EFZ5JJP2,biz-collection-mens-jet-short-sleeve-polo-p226ms,Mens Jet Short Sleeve Polo,published,35,0.142,0.142
prod_01KQBCAY03BC803BGFW6MEFQYJ,biz-collection-mens-united-short-sleeve-polo-p244ms,Mens United Short Sleeve Polo,published,77,0.157,0.157
prod_01KQBCAY03BS716B2F0E054YNY,biz-collection-womens-triton-short-sleeve-polo-p225ls,Womens Triton Short Sleeve Polo,published,63,0.153,0.153
prod_01KQBCAY03DAN77K1T5809PHC7,biz-collection-mens-neon-short-sleeve-polo-p2100,Mens Neon Short Sleeve Polo,published,28,0.147,0.147
prod_01KQBCAY03FGQ21ZME3CCK1B8W,biz-collection-womens-united-short-sleeve-polo-p244ls,Womens United Short Sleeve Polo,published,108,0.157,0.157
prod_01KQBCAY03RGEN8BBK0BHSRBFX,biz-collection-womens-cambridge-short-sleeve-polo-p227ls,Womens Cambridge Short Sleeve Polo,published,54,0.142,0.142
prod_01KQBCAY03TJRNHCAF0F4XD1PP,biz-collection-mens-cambridge-short-sleeve-polo-p227ms,Mens Cambridge Short Sleeve Polo,published,42,0.142,0.142
prod_01KQBCAY03Y7G29C6S4ZPNCP98,biz-collection-mens-fusion-short-sleeve-polo-p29012,Mens Fusion Short Sleeve Polo,published,28,0.18899999999999997,0.18899999999999997
prod_01KQBCAY03YN40TYD3CS2KZVGR,biz-collection-womens-fusion-short-sleeve-polo-p29022,Womens Fusion Short Sleeve Polo,published,36,0.18899999999999997,0.18899999999999997
prod_01KQBCAY048KM6SWSCMC5JPBZG,biz-collection-womens-focus-short-sleeve-polo-p313ls,Womens Focus Short Sleeve Polo,published,170,0.157,0.157
prod_01KQBCAY04CMBN9RHE2DVB4Z65,biz-collection-kids-sprint-short-sleeve-polo-p300ks,Kids Sprint Short Sleeve Polo,published,35,0.084,0.084
prod_01KQBCAY04CXZEHQWSCP2X051A,biz-collection-womens-edge-short-sleeve-polo-p305ls,Womens Edge Short Sleeve Polo,published,10,0.184,0.184
prod_01KQBCAY04FFTSNDRFSH6PQC28,biz-collection-womens-blade-short-sleeve-polo-p303ls,Womens Blade Short Sleeve Polo,published,50,0.19899999999999998,0.19899999999999998
prod_01KQBCAY04HS75Y5Q50VCKN0F4,biz-collection-mens-blade-short-sleeve-polo-p303ms,Mens Blade Short Sleeve Polo,published,35,0.19899999999999998,0.19899999999999998
prod_01KQBCAY04WFMBNHYYYZVV551B,biz-collection-mens-edge-short-sleeve-polo-p305ms,Mens Edge Short Sleeve Polo,published,7,0.184,0.184
prod_01KQBCAY04X46QVE8WP7P4A2W7,biz-collection-womens-sprint-short-sleeve-polo-p300ls,Womens Sprint Short Sleeve Polo,published,50,0.105,0.105
prod_01KQBCAY04YE0THYQK1GS1GCKT,biz-collection-mens-sprint-short-sleeve-polo-p300ms,Mens Sprint Short Sleeve Polo,published,35,0.105,0.105
prod_01KQBCB2HPQMMA9Q715KMJ2HY6,biz-collection-mens-focus-short-sleeve-polo-p313ms,Mens Focus Short Sleeve Polo,published,161,0.157,0.157
prod_01KQBCB2HQEK9J3HSEVFK0K18W,biz-collection-mens-elite-short-sleeve-polo-p3200,Mens Elite Short Sleeve Polo,published,14,0.18899999999999997,0.18899999999999997
